"resp","response_token","timestamp","p2q1","p2q2","p2q3","p2q4","p2q5","p2q6","p2q7a","p2q7b","p2q7c","p2q7d","p2q7e","p2q7f","p2q7g","p2q8a","p2q8b","p2q8c","p2q8d","p2q8e","p2q8f","p2q8g","p2q9","p2q10","p2q11","p2q12","p2q13","p2q14a","p2q14b","p2q14c","p2q15a","p2q16","p2q16a","p2q16b","p2q16c","p2q16d","p2q16e","p2q17","p2q17a","p2q17b","p2q17c","p2q17d","p2q17e","p2q18a","p2q18b","p2q19a","p2q19b","p2q19c","p2q19d","p2q19e","p2q19f","p2q20","p2q20a","p2q20b","p2q20c","p2q20d","p2q20e","p2q20f","p2q20g","p2q21","p2q21a","p2q21b","p2q21c","p2q21d","p2q21e","p2q21f","p2q22","p2q22a","p2q22b","p2q22c","p2q22d","p2q22e","p2q22f","p2q23","p2q23a","p2q23b","p2q23c","p2q23d","p2q23e","p2q24a","p2q24b","p2q25a","p2q25b","p2q25c","p2q25d","p2q26"
"1240","e8421b311c782c8633fd753de3936bb0981f8edbff7cc7d76f28c2f7ed05ed94","1432160018","yes_def","yes_def","inadequate","v_conf","conf","never","ver_pos","very_neg","ver_pos","ver_pos","pos","ver_pos","very_neg","slightly_pos","neg","ver_pos","ver_pos","neutral","pos","neg","no","no","twice","forums,online_like_erowid,gen_sources,other_undergrads","main_effects,short_term_se,long_term_se,phys_add,psy_add,ld50,cost,avail,other_users,others_perc","gt100","3_10","never","never","yes","gt100","once","never","never","never","yes","3_10","never","3_10","never","once","3_10","never","10_100","once","never","never","never","never","yes","never","once","never","once","never","never","never","yes","NANS","NANS","NANS","NANS","NANS","twice","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"1241","849e2c0413adb0548c636e45fddfe37d8525dd0d4ad4945d3a39e0fd7a2a7934","1432160071","yes_def","yes_def","severely_inadequate","conf","unconf","never","neg","neg","neg","neg","neg","ver_pos","ver_pos","very_neg","very_neg","sli_neg","neutral","neg","pos","slightly_pos","no","no","ge3","forums,online_like_erowid,gen_sources,other_undergrads","short_term_se,long_term_se,phys_add,psy_add,cost,avail,other_users,others_perc","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","yes","3_10","never","3_10","never","never","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"1242","32494f0f07a608df93ca0ef7f20d636a608cf2800ad3cb21c22676bad24a54b0","1432160088","yes_def","yes_def","NANS","v_unconf","v_unconf","never","very_neg","very_neg","sli_neg","sli_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","no","no","once","never_cons","never_cons","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"1243","39601a949635d76e80878cda246cc76f3ac5630f1f3c11f7e402f976933e8419","1432160105","unsure","unsure","unsure","not_sure","not_sure","never","neutral","neutral","neutral","neutral","neutral","neutral","neutral","neutral","neutral","neutral","neutral","neutral","neutral","neutral","unsure","unsure","never","never_cons","never_cons","never","never","NANS","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"1244","50c98b66e536c6a5548056f8cf40f1446cf61f73d30989687d8acaefd2c1702e","1432160151","no","no","adequate","v_unconf","v_unconf","NANS","neg","very_neg","neg","neg","sli_neg","neg","very_neg","sli_neg","very_neg","very_neg","very_neg","very_neg","neg","very_neg","no","no","never","never_cons","never_cons","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"1245","22a7f7ef88f094cd67996c7c651a9874106085508650e8473630c9bbe21f0690","1432160293","no","no","adequate","v_unconf","v_unconf","never","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","no","no","never","never_cons","never_cons","never","never","never","never","yes","twice","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"1246","1500201bcf30b6b817530f6769f156406413be9604291acdfb871a96005b779d","1432160335","think_so","unsure","adequate","unconf","unconf","never","sli_neg","neg","neg","neg","neg","sli_neg","neg","neutral","neutral","neutral","neutral","neutral","neutral","neutral","think_so","no","never","never_cons","never_cons","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"1247","61bbc3ea5bb8ae9e66e3c5c00f44e5e1936bd6622adf00226e93f6fb40340354","1432160387","yes_def","yes_def","comprehensive","unconf","unconf","never","sli_neg","very_neg","neutral","very_neg","very_neg","neutral","very_neg","sli_neg","very_neg","neutral","very_neg","very_neg","neutral","very_neg","yes_def","no","once","never_cons","never_cons","gt100","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","yes","once","twice","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"1248","db1ed57853079d69ca9ad94273e2fbbc5e817a320a06117290f73f057f29f7b0","1432160608","think_so","think_so","unsure","unconf","unconf","never","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","sli_neg","very_neg","neg","sli_neg","very_neg","neg","very_neg","unsure","no","never","never_cons","never_cons","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","NANS","never","never","never","no"
"1249","30952bd4e4bc1fad28f50b08963c23878ee235367758c0bbadb207918df6c347","1432160609","yes_def","yes_def","adequate","unconf","v_unconf","never","very_neg","very_neg","neutral","sli_neg","very_neg","neutral","sli_neg","very_neg","very_neg","neutral","neutral","neutral","neutral","neutral","no","no","once","forums,gen_sources,other_undergrads","main_effects,short_term_se,long_term_se,phys_add,psy_add,other_users,others_perc","never","never","never","never","yes","twice","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","yes","twice","never","never","never","never","never","never","never","never","never","never","yes"
"1250","65f1c604cece4a3c74b00e63a286460dfeac3a40f605816ffe95c8e95e40479a","1432160601","yes_def","yes_def","inadequate","conf","unconf","twice","sli_neg","very_neg","sli_neg","very_neg","neg","slightly_pos","neg","neg","very_neg","neg","very_neg","very_neg","neg","very_neg","yes_def","no","ge3","online_like_erowid,gen_sources,other_undergrads,doctor","main_effects,short_term_se,long_term_se,phys_add,psy_add,ld50,avail,other_users","never","never","never","never","yes","10_100","never","never","never","never","yes","once","3_10","never","never","never","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"1251","6236d49062d28599793a70c239c9da1b6e509a83ffcfe08dfc9ec825af91b5d1","1432160761","yes_def","think_so","inadequate","unconf","v_unconf","never","neutral","very_neg","neutral","sli_neg","sli_neg","neutral","very_neg","sli_neg","very_neg","neutral","slightly_pos","very_neg","neutral","very_neg","no","no","ge3","gen_sources,other_undergrads,other","main_effects,long_term_se,phys_add,psy_add,other_users","never","never","never","never","yes","gt100","never","never","never","never","yes","3_10","never","once","never","once","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","yes","3_10","never","never","never","never","never","never","never","never","never","never","no"
"1252","0c3a062d70cfd84c44eb7c7f23e0fcf2e83b144babe3f59f463f2adf0444886b","1432161024","yes_def","yes_def","inadequate","unconf","unconf","never","neg","very_neg","neg","very_neg","very_neg","sli_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","think_so","no","twice","never_cons","never_cons","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"1253","44edd130bd4f8d1090e1459332580710a739ef604f699a070ec93b5e31e19e62","1432161394","yes_def","unsure","adequate","not_sure","not_sure","never","neg","very_neg","sli_neg","neg","very_neg","sli_neg","very_neg","sli_neg","very_neg","neutral","sli_neg","neg","neg","very_neg","unsure","no","never","other_undergrads","long_term_se,ld50,cost,avail","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","yes"
"1254","f789e13b044a69021d9c0689c8f79bcec75e48dfb5d005f62306b0e71da8ed3a","1432161401","think_so","unsure","inadequate","v_unconf","v_unconf","once","neg","very_neg","neg","very_neg","very_neg","neg","very_neg","neg","neg","neg","neg","very_neg","sli_neg","neg","think_so","no","never","gen_sources","main_effects,short_term_se,long_term_se,phys_add,psy_add,cost,avail,other_users","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"1255","d700f711caf91b83fc5dd9759e0455e2fc637bf5c5c9b7f85a0149e0442a4efe","1432161678","no","no","adequate","neither","neither","never","sli_neg","neg","sli_neg","neg","very_neg","sli_neg","neg","neutral","sli_neg","neutral","sli_neg","sli_neg","neutral","sli_neg","no","no","never","never_cons","never_cons","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","NANS","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"1256","f9d6e6ae9615ec56dd3e99aabcd3f8dd2d57cff5cec0b421169755d5d89f912b","1432161423","yes_def","yes_def","inadequate","unconf","unconf","never","sli_neg","neg","sli_neg","neg","neg","neutral","sli_neg","neg","very_neg","sli_neg","neutral","neg","neutral","neutral","yes_def","no","never","other_undergrads","main_effects,long_term_se,phys_add,avail,other_users","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","yes","never","never","once","never","never","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"1257","5efc1ffe53073be923d4c045e8510caca177c77a5f0d4a26054d9464046740f1","1432161508","no","no","adequate","neither","neither","never","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","sli_neg","very_neg","neg","very_neg","no","no","never","never_cons","never_cons","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","once","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"1258","f9ad3ed042d432e4c27679205c2ed302aa14baca85ab8f0ac334ed2ccc7ff811","1432161573","yes_def","no","adequate","conf","conf","never","neutral","sli_neg","slightly_pos","slightly_pos","sli_neg","slightly_pos","slightly_pos","neutral","neutral","neutral","neutral","neutral","neutral","neutral","no","no","twice","never_cons","never_cons","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"1259","2f4c24a2282b8cdb7bd9b0c348b94cd02cae8280dcef526407190815f33fab09","1432161607","yes_def","yes_def","severely_inadequate","v_conf","neither","never","pos","very_neg","pos","neg","slightly_pos","slightly_pos","ver_pos","sli_neg","neg","neutral","neutral","neg","slightly_pos","sli_neg","yes_def","no","ge3","forums,online_like_erowid,gen_sources,other_undergrads","main_effects,short_term_se,long_term_se,ld50","gt100","once","never","never","yes","3_10","never","never","never","never","yes","10_100","once","never","never","3_10","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","gt100","never","once","twice","gt100","no"
"1260","1726a51a8123c9cc666cd634241d948d158855a24737d06d03f1a72314db9ee0","1432161668","yes_def","unsure","severely_inadequate","v_unconf","v_unconf","never","very_neg","very_neg","very_neg","very_neg","very_neg","sli_neg","neg","neg","very_neg","pos","pos","neg","pos","sli_neg","yes_def","no","never","online_like_erowid,gen_sources,other_undergrads,doctor","main_effects,short_term_se,long_term_se,phys_add,psy_add","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
