"resp","response_token","timestamp","p1q1","p1q2","p1q3","p1q4a","p1q4b","p1q5a","p1q5b","p1q6","p1q6a","p1q7","p1q7a","p1q7b","p1q8","p1q9","p1q10","p1q11","p1q12","p1q13","p1q14","p1q15","p1q16","p1q17a","p1q17b","p1q17c","p1q18a","p1q18b","p1q18c","p1q19","p1q20","p1q21","p1q22","p1q23","p1q24","p1q25","p1q26","p1q26a","p1q27","p1q27a","p1q27b","p1q28","p1q29","p1q30","p1q31","p1q32","p1q33","p1q34a","p1q34b","p1q34c","p1q35a","p1q35b","p1q35c","p1q36","p1q37","p1q37a","p1q38","p1q38a","p1q39","p1q40"
"1380","2b447fb544745fecdf5d3a7586d3972a5f481bf11cca4dca8f5730da422cfde7","1432173254","0","yes_def","no","very_neg","very_neg","neg","neg","no","NANS","no","NANS","NANS","yes_def","3_4","3_4","3_4","0","less","adequate","unsure","unsure","neg","neg","neutral","neg","neg","neutral","no","no","neither","neither","never","ge9","6_8","no","NANS","no","NANS","NANS","no","yes_def","yes_def","neither","neither","no","neutral","neutral","neg","neutral","neutral","neutral","twice","no","NANS","no","NANS","no","no"
"1381","30977caeebf8db81463ff5533c8adae781edf087c0b9696e638c28f74f4afb08","1432173335","0","yes_def","no","very_neg","very_neg","neg","neg","no","NANS","yes","hookah","not_past_12","yes_def","1","1","3_4","3_4","less","adequate","yes","yes","neg","sli_neg","ver_pos","neutral","sli_neg","neutral","no","no","unconf","unconf","never","3_5","twice","yes","17_18","yes","yes","1_per_2_weeks","no","yes_def","yes_def","neither","neither","no","neutral","neutral","neg","slightly_pos","pos","pos","3_5","no","NANS","no","NANS","no","no"
"1382","b683155a0d381e2698758a9616d46576a143b4526ede2a687cf208a64d4cd5b5","1432173813","0","think_so","no","neg","neutral","neg","neutral","no","NANS","yes","cigar","1_5_total","yes_def","3_4","3_4","3_4","5_7","about_same","adequate","yes","yes","sli_neg","neg","neutral","sli_neg","neg","neutral","no","no","neither","conf","never","once","twice","yes","15_16","yes","yes","1_per_month","yes","yes_def","think_so","sup","sup","unsure","neutral","neutral","sli_neg","neutral","neutral","neg","NANS","no","NANS","yes","1_5_total","no","no"
"1383","8595ee9997ee30eeaada23fd12724f76781f1f8d80379314ea83fa0185acd745","1432176530","0","unsure","no","very_neg","very_neg","sli_neg","sli_neg","no","NANS","no","NANS","NANS","think_so","2","2","3_4","0","about_same","adequate","yes","unsure","very_neg","very_neg","neutral","sli_neg","neg","neutral","no","no","conf","conf","twice","twice","never","yes","17_18","yes","no","not_past_12","no","yes_def","think_so","opp","opp","no","neg","very_neg","very_neg","sli_neg","neg","very_neg","once","no","NANS","no","NANS","no","no"
"1384","bfe038c82aae0bdbea83ec3cb73cbc56c89087336194aee5861fc470ef3936c8","1432176532","0","unsure","unsure","very_neg","neg","neg","sli_neg","no","NANS","yes","cigarette,hookah","1_5_total","yes_def","1","1","3_4","1_2","about_same","adequate","yes","yes","sli_neg","very_neg","neutral","sli_neg","neg","neutral","no","no","neither","neither","never","ge9","ge9","yes","17_18","yes","yes","1_per_month","no","yes_def","yes_def","sup","sup","yes","slightly_pos","neutral","sli_neg","sli_neg","sli_neg","neg","never","yes","NANS","yes","1_5_total","no","no"
"1385","91cab028f05202590f95fa0d6c18d97a5215a16a52d9422aef2092680e349cca","1432176841","0","no","no","very_neg","very_neg","neg","neg","no","NANS","no","NANS","NANS","yes_def","1","1","3_4","1_2","about_same","unsure","yes","yes","sli_neg","neg","neutral","neutral","neutral","pos","no","no","neither","neither","once","twice","twice","no","NANS","yes","yes","5_10_total","no","yes_def","yes_def","neither","opp","no","sli_neg","sli_neg","very_neg","neutral","neutral","neutral","ge9","no","NANS","no","NANS","no","no"
"1386","841f90bafc79440c75b07536940229728f2ac07fe1c44a9bce83112a645cb389","1432177279","0","yes_def","no","neutral","neutral","very_neg","neg","yes","16_17","yes","cigarette,hookah,ecig,with_marijauna,cigar,pipe","ge_1_per_day","yes_def","ge14","ge14","3_4","11_13","about_same","unsure","yes","yes","neutral","neutral","neutral","neutral","neutral","neutral","no","no","v_conf","v_conf","once","ge9","ge9","yes","13_14","yes","yes","2_5_per_week","yes","yes_def","yes_def","strong_sup","strong_sup","yes","neutral","neutral","neutral","sli_neg","neg","very_neg","ge9","no","NANS","yes","2_5_per_week","no","no"
"1387","41d51cca920e83d7aeaf6256ba7b5a81c264e4aeb32d7560ac693771083a2469","1432177325","0","think_so","no","very_neg","neg","very_neg","sli_neg","no","NANS","no","NANS","NANS","yes_def","0","0","1_2","0","less","adequate","no","yes","neg","very_neg","neutral","sli_neg","neg","slightly_pos","no","no","conf","conf","twice","3_5","3_5","yes","13_14","no","NANS","NANS","no","yes_def","no","sup","neither","no","neutral","sli_neg","neg","pos","slightly_pos","neutral","once","no","NANS","no","NANS","no","no"
"1388","8ee0ab8702a3ed6cdf1306392183b9ea458c57f450e15797af0fae3c40854622","1432177339","0","think_so","no","very_neg","neg","very_neg","sli_neg","no","NANS","no","NANS","NANS","yes_def","1","1","1_2","3_4","less","comprehensive","unsure","unsure","sli_neg","very_neg","neutral","very_neg","very_neg","neutral","unsure","yes","conf","conf","never","3_5","3_5","no","NANS","yes","yes","5_10_total","no","yes_def","think_so","strong_sup","sup","no","neutral","sli_neg","sli_neg","neutral","slightly_pos","neutral","3_5","no","NANS","no","NANS","no","no"
"1389","191cb6287f6e840e9b745abe6a8fb4c1e7a68d4a6609c78d204c06e901e2b22c","1432178421","0","unsure","no","very_neg","sli_neg","neg","sli_neg","no","NANS","no","NANS","NANS","yes_def","1","1","3_4","0","less","unsure","no","no","neg","neg","neutral","neutral","neg","neutral","no","no","unconf","unconf","never","3_5","twice","no","NANS","no","no","not_past_12","no","no","think_so","sup","neither","no","neutral","neutral","sli_neg","neutral","neutral","neutral","never","no","NANS","no","NANS","no","no"
"1390","e69211b05a54734042c7c7201b326702099633fbe477fbd390c429dad099c4e2","1432178684","0","yes_def","no","very_neg","very_neg","sli_neg","sli_neg","no","NANS","no","NANS","NANS","yes_def","1","1","5_7","1_2","about_same","adequate","no","no","sli_neg","neutral","pos","neutral","neutral","pos","no","no","conf","neither","never","ge9","ge9","no","NANS","yes","yes","5_10_total","yes","yes_def","yes_def","strong_sup","sup","no","pos","slightly_pos","neutral","ver_pos","pos","slightly_pos","3_5","no","NANS","no","NANS","no","no"
"1391","efb6dd4b83d58cd2969acea0cd2717632fb4dbbd344e37e5ff9443749943b34f","1432179796","1","no","no","neg","very_neg","neg","neg","no","16_17","no","NANS","NANS","yes_def","0","0","5_7","NANS","less","adequate","yes","yes","neutral","neg","neutral","neutral","sli_neg","neutral","no","no","v_conf","conf","never","3_5","3_5","yes","17_18","yes","yes","1_per_week","no","yes_def","think_so","neither","opp","no","sli_neg","neg","very_neg","slightly_pos","neutral","sli_neg","twice","no","NANS","no","NANS","no","no"
"1392","4a6d689eaf543d430846bd637dfd6153a516f52ae6f9c50ee62b39a91fd7831c","1432181808","0","yes_def","no","neutral","neutral","neg","neg","no","NANS","yes","cigarette,hookah,with_marijauna,cigar","not_past_12","yes_def","8_10","8_10","3_4","3_4","more","unsure","yes","yes","sli_neg","neutral","neutral","sli_neg","sli_neg","slightly_pos","no","yes","conf","conf","twice","ge9","never","no","NANS","yes","yes","2_5_per_week","no","yes_def","yes_def","strong_sup","strong_sup","no","pos","neutral","neutral","pos","slightly_pos","slightly_pos","3_5","no","NANS","yes","1_5_total","no","no"
"1393","16a7528d4e879a7280f70fc94e32d27e87a05137800a76c635e2cf607664e514","1432182030","0","no","no","very_neg","neg","very_neg","neg","no","NANS","no","NANS","NANS","yes_def","1","1","0","0","about_same","adequate","unsure","unsure","very_neg","neg","neutral","very_neg","sli_neg","pos","no","no","conf","neither","never","6_8","6_8","no","NANS","no","NANS","NANS","no","yes_def","yes_def","strong_sup","neither","no","sli_neg","neg","very_neg","neutral","neutral","neg","never","no","NANS","no","NANS","no","no"
"1394","2a81e285e0fd63abef296a7da71b13127233e698d60531d2f6058b70ee7b1f87","1432183090","0","no","no","neg","neg","neg","neg","no","NANS","no","NANS","NANS","yes_def","2","2","1_2","3_4","less","inadequate","yes","yes","neutral","very_neg","pos","neg","very_neg","neutral","no","no","conf","neither","never","3_5","3_5","yes","17_18","yes","yes","1_per_2_weeks","yes","yes_def","no","sup","sup","yes","slightly_pos","slightly_pos","neutral","neutral","sli_neg","neg","ge9","no","NANS","yes","1_per_month","no","no"
"1395","ad8fe7551d729e7c423e7406272e0f564c3af390e500c30e5559618a22e6b816","1432188024","0","no","no","very_neg","very_neg","very_neg","very_neg","no","NANS","no","NANS","NANS","yes_def","3_4","3_4","5_7","0","about_same","adequate","no","no","very_neg","very_neg","very_neg","ver_pos","sli_neg","ver_pos","no","no","conf","conf","twice","ge9","never","no","NANS","no","NANS","NANS","no","yes_def","yes_def","strong_opp","strong_opp","no","very_neg","very_neg","very_neg","neutral","neutral","neutral","ge9","no","NANS","no","NANS","no","no"
"1396","ea20115520c1cd1982fcfc306fdf4138f2b9fb57aed7fd64cf661b1a2318201c","1432189516","0","yes_def","no","neg","sli_neg","neg","sli_neg","no","NANS","yes","cigarette,cigar","not_past_12","yes_def","3_4","3_4","3_4","5_7","about_same","unsure","yes","yes","neutral","sli_neg","neutral","sli_neg","neg","neutral","no","no","neither","neither","once","3_5","3_5","yes","17_18","yes","yes","1_per_week","no","yes_def","think_so","neither","neither","yes","neutral","neutral","sli_neg","sli_neg","sli_neg","sli_neg","twice","yes","NANS","yes","5_10_total","y_mit_friends","no"
"1397","dbfa0b874e547d2bc995e38600fb8105e61cf9994fb544bef063345fb435f6eb","1432193106","0","yes_def","no","neg","sli_neg","sli_neg","neutral","no","NANS","no","NANS","NANS","yes_def","3_4","3_4","3_4","3_4","much_less","adequate","yes","yes","slightly_pos","neg","neg","neg","neg","neutral","no","no","conf","unconf","3_5","ge9","ge9","yes","le10","yes","yes","1_per_week","no","yes_def","yes_def","strong_sup","sup","unsure","pos","slightly_pos","neutral","neutral","sli_neg","neg","3_5","no","NANS","yes","1_5_total","no","no"
"1398","aa3d333ee95aefb3a75b96d126b58745ceebb80e1845a89ce01bc40a44f744bc","1432197439","1","yes_def","no","very_neg","sli_neg","neg","neutral","no","NANS","no","NANS","NANS","yes_def","5_7","5_7","5_7","0","about_same","unsure","yes","yes","neutral","neg","neutral","neutral","neg","slightly_pos","no","no","neither","neither","never","ge9","ge9","yes","17_18","yes","yes","1_5_total","no","yes_def","yes_def","sup","neither","no","neutral","neutral","neg","neutral","neutral","neg","6_8","no","NANS","yes","1_5_total","no","no"
"1399","190c57aebb8e1c855826005367af05c03fe56a3a3e8bf756bb3383f47fc8d07b","1432217451","0","think_so","no","very_neg","very_neg","slightly_pos","slightly_pos","no","NANS","no","NANS","NANS","yes_def","2","5_7","5_7","1_2","about_same","inadequate","unsure","unsure","sli_neg","neutral","neutral","slightly_pos","pos","ver_pos","think_so","yes","unconf","neither","once","3_5","3_5","no","NANS","yes","yes","5_10_total","no","think_so","think_so","neither","neither","no","sli_neg","neg","very_neg","slightly_pos","neutral","neutral","twice","no","NANS","no","NANS","no","no"
"1400","13f0cdc90cc88fd9034cf41bb910aa9d197936c0e733fa7b6c0af526ac6d2ca8","1432219009","0","no","no","very_neg","neutral","neg","neutral","no","NANS","no","NANS","NANS","unsure","0","0","1_2","0","less","unsure","yes","unsure","neg","neg","neutral","neutral","neutral","neutral","no","no","neither","neither","never","once","never","yes","13_14","yes","yes","1_5_total","no","yes_def","no","neither","neither","no","very_neg","very_neg","very_neg","neutral","neutral","neutral","3_5","no","NANS","no","NANS","no","no"
"1401","12531fffd093460d2b31a979aa99eccb28c599baa569b7cdba030cea1e2b33d1","1432221587","0","yes_def","no","neg","sli_neg","neg","sli_neg","no","NANS","no","NANS","NANS","yes_def","3_4","3_4","3_4","0","about_same","unsure","unsure","no","sli_neg","neutral","neutral","sli_neg","neutral","neutral","no","no","unconf","unconf","once","3_5","once","no","NANS","no","NANS","NANS","yes","yes_def","unsure","neither","neither","no","sli_neg","neg","very_neg","sli_neg","neg","very_neg","never","no","NANS","no","NANS","no","no"
"1402","c6dd2e350ee2bd25f838e59bdc4c428d53fbdfbd39c10584417f2332e5938370","1432222988","0","yes_def","no","very_neg","very_neg","very_neg","very_neg","yes","ge18","yes","cigarette,hookah,ecig,with_marijauna,cigar","1_5_total","yes_def","3_4","3_4","3_4","5_7","less","adequate","unsure","unsure","sli_neg","very_neg","pos","neg","very_neg","slightly_pos","no","unsure","neither","conf","once","3_5","ge9","yes","17_18","yes","yes","1_per_2_weeks","no","yes_def","yes_def","sup","neither","no","slightly_pos","sli_neg","very_neg","sli_neg","neg","very_neg","ge9","no","NANS","yes","1_5_total","no","no"
"1403","16105ec8257b9bac6f146bc83b9fc5dc3e84169692345a84af0b85b40d61b41a","1432224552","0","no","no","very_neg","very_neg","neg","neg","no","NANS","no","NANS","NANS","yes_def","1","1","5_7","1_2","less","adequate","yes","yes","sli_neg","neutral","neutral","slightly_pos","slightly_pos","slightly_pos","no","no","neither","neither","never","3_5","twice","yes","11_12","yes","yes","5_10_total","no","yes_def","no","neither","neither","no","neutral","neutral","neg","neutral","neutral","neutral","never","no","NANS","no","NANS","no","no"
"1404","e812074559d66367382dbee41332b2b75218dd8e51e12cd2611e7ba04bd6da04","1432226482","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS"
"1405","168b6f670356d61cddc021c642adc206b2a0e06347bb27f96342fa77fd640fa6","1432234271","0","yes_def","no","very_neg","very_neg","sli_neg","sli_neg","no","NANS","yes","hookah","not_past_12","yes_def","5_7","5_7","3_4","1_2","about_same","inadequate","yes","yes","sli_neg","sli_neg","slightly_pos","neg","neg","neg","no","yes","v_conf","v_conf","never","ge9","ge9","yes","17_18","yes","yes","2_5_per_week","no","yes_def","yes_def","strong_sup","strong_sup","unsure","ver_pos","ver_pos","sli_neg","slightly_pos","slightly_pos","sli_neg","ge9","no","NANS","yes","5_10_total","no","no"
"1406","9fc39f41d343780d0aa6afacbc8372747697276a59f1a33bcdd7bbdeaf3f2ffd","1432235562","0","no","no","neg","neg","neg","sli_neg","no","NANS","no","NANS","NANS","yes_def","0","0","1_2","0","about_same","unsure","no","no","neg","neg","neg","neg","sli_neg","neutral","no","no","neither","neither","never","once","never","no","NANS","yes","no","1_5_total","no","yes_def","unsure","neither","neither","no","neg","neg","neg","sli_neg","neg","very_neg","never","no","NANS","no","NANS","no","no"
"1407","554b73250a7feca5bf33ae72daf3c6b1e610f010fcaee97754acd62307cf7ae2","1432240317","0","think_so","no","very_neg","sli_neg","sli_neg","neutral","no","NANS","no","NANS","NANS","yes_def","3_4","3_4","3_4","1_2","less","adequate","yes","yes","very_neg","very_neg","pos","sli_neg","neg","ver_pos","no","no","conf","neither","never","twice","once","yes","17_18","yes","yes","1_per_2_weeks","no","yes_def","unsure","neither","opp","no","sli_neg","neg","very_neg","slightly_pos","slightly_pos","sli_neg","twice","no","NANS","no","NANS","no","no"
"1408","34dc08c6a1be24975d91a4157ea92d709a6c8616934603077d4a0c2df5f6d2cc","1432241472","0","unsure","no","very_neg","very_neg","neg","neutral","no","NANS","no","NANS","NANS","yes_def","3_4","3_4","3_4","1_2","about_same","unsure","yes","yes","neg","neg","neg","neutral","neutral","neutral","no","no","neither","v_unconf","never","never","3_5","yes","17_18","yes","yes","1_per_month","no","think_so","think_so","strong_sup","strong_sup","unsure","neutral","neutral","neutral","neutral","neutral","neutral","never","yes","NANS","no","NANS","no","no"
"1409","49283a000e73a2aaecda47d9503ffd56b1a701d961f8967aad78bcc5daa52bce","1432241919","0","think_so","no","very_neg","neg","neutral","neutral","no","NANS","no","NANS","NANS","yes_def","1","0","3_4","0","more","adequate","no","no","neg","very_neg","neutral","slightly_pos","slightly_pos","pos","no","no","unconf","unconf","never","3_5","twice","no","NANS","no","NANS","NANS","no","yes_def","yes_def","neither","neither","no","sli_neg","sli_neg","neg","slightly_pos","neutral","neutral","never","no","NANS","no","NANS","no","no"
"1410","6990368eba0e4a0c410df434e5eabe38122e3a0f9a3569954c25f765add518ff","1432247097","0","no","no","very_neg","sli_neg","sli_neg","sli_neg","no","NANS","no","NANS","NANS","think_so","1","1","3_4","0","about_same","unsure","no","no","neg","neutral","neutral","sli_neg","neutral","slightly_pos","no","no","unconf","unconf","never","3_5","twice","no","NANS","yes","no","1_5_total","no","think_so","unsure","sup","neither","no","neutral","sli_neg","neg","slightly_pos","neutral","neutral","never","no","NANS","no","NANS","no","no"
"1411","c1cb0a5c5cdc8e157304397486fdb7fa65148abb034f2a89bce1da17d61f6ac4","1432251328","1","no","no","very_neg","very_neg","neg","neg","no","NANS","no","NANS","NANS","yes_def","1","1","1_2","0","about_same","comprehensive","no","no","neg","very_neg","slightly_pos","neg","neg","pos","no","no","conf","neither","never","3_5","3_5","no","NANS","yes","yes","1_5_total","no","yes_def","yes_def","sup","neither","no","neutral","neutral","neutral","slightly_pos","slightly_pos","neutral","3_5","no","NANS","no","NANS","no","no"
"1412","aed0a2614d0e1ad436729aa230830ff20fe393118efaedd2c710bf484f19d459","1432253041","1","think_so","no","very_neg","neg","neg","sli_neg","yes","16_17","yes","hookah","1_5_total","yes_def","3_4","2","1_2","5_7","less","adequate","yes","yes","neg","sli_neg","slightly_pos","neg","neg","neutral","no","no","conf","conf","once","3_5","3_5","yes","17_18","yes","yes","1_per_2_weeks","no","yes_def","yes_def","neither","sup","no","neutral","sli_neg","very_neg","neutral","sli_neg","sli_neg","never","no","NANS","no","NANS","no","no"
